Gene	Chr	Start	End	No.SNPs	SNP_start	SNP_end	TopSNP	TopSNP_Pvalue	No.Eigenvalues	Chisq_mBAT	P_mBATcombo	P_mBAT	Chisq_fastBAT	P_fastBAT
PIM3	22	50354416	50357720	214	rs9616369	rs76502866	rs74510325	0.00614106	14	21.74813301282	0.116600694080499	0.0839398285584652	93.4024	0.186231
IL17REL	22	50430240	50451194	240	rs140377817	rs73183369	rs7291940	0.010455	23	29.2984218460492	0.223988853906063	0.170618543866397	127.048	0.311357
TTLL8	22	50453552	50495364	472	rs140377817	rs4838834	rs7291940	0.010455	24	31.364325704608	0.219576064156623	0.143553355885101	176.058	0.390233
MLC1	22	50497820	50523855	568	rs7291872	rs12628151	rs138248	0.00791292	19	17.545138293886	0.424659018945913	0.552987125428924	178.361	0.316435
MOV10L1	22	50528308	50600119	741	rs5771130	rs7292228	rs138248	0.00791292	21	12.4585083037677	0.87735118046206	0.926404977733147	182.508	0.69081
PANX2	22	50609160	50618724	410	rs84504	rs73187272	rs138248	0.00791292	20	14.0678416734895	0.856676635000149	0.827039605398058	98.5889	0.878084
TRABD	22	50624342	50638027	355	rs4838847	rs75455741	rs760755	0.0340161	23	15.3719372967312	0.932859846876038	0.880809650034565	83.4504	0.953498
TUBGCP6	22	50656118	50683452	356	rs35988447	rs73188905	rs28513473	0.0117425	31	20.0754511364276	0.96125382623812	0.934172327319964	104.901	0.972587
HDAC10	22	50683612	50689834	296	rs6537639	rs76879755	rs28513473	0.0117425	28	26.3519477096649	0.847734446184206	0.553705654936994	99.5259	0.91569
MAPK12	22	50683879	50700145	329	rs9617045	rs62241225	rs28513473	0.0117425	29	27.0437777849777	0.763907564902901	0.569343078305565	112.046	0.849928
MAPK11	22	50702142	50709196	306	rs11703673	rs73439323	rs28513473	0.0117425	30	22.2152911850711	0.806148917308441	0.846098176289251	134.235	0.744022
PLXNB2	22	50713408	50746075	366	rs73187269	rs60225523	rs28513473	0.0117425	29	19.1952540389764	0.857464474727439	0.916177938010568	158.936	0.635798
DENND6B	22	50747459	50765441	346	rs1076649	rs191010687	rs28513473	0.0117425	26	19.7949533628135	0.651230015467907	0.801172702340866	162.545	0.390487
PPP6R2	22	50781733	50883519	584	rs28396846	rs5771060	rs12159194	0.014502	27	18.8536862279176	0.780213975650546	0.8752714189436	218.383	0.50027
SBF1	22	50881648	50922352	420	rs114809320	rs131792	rs145052206	0.000514649	32	32.2690202995333	0.719387421399166	0.453457400698057	131.489	0.838235
ADM2	22	50919972	50924869	307	rs34841112	rs131790	rs145052206	0.000514649	35	39.2932829552208	0.601711512851889	0.283472613328272	129.655	0.809935
MIOX	22	50925213	50929077	310	rs12167996	rs131786	rs145052206	0.000514649	36	36.1914325069967	0.714183481859365	0.459713375347209	129.236	0.832461
LMF2	22	50941378	50946131	361	rs9617012	rs12157953	rs145052206	0.000514649	34	36.2451950884663	0.690942179160489	0.364287841874266	132.801	0.840228
NCAPH2	22	50946653	50963209	428	rs4824149	rs1557503	rs145052206	0.000514649	34	36.8417192338745	0.583720395652855	0.338755571397571	161.844	0.764187
SCO2	22	50961997	50964890	386	rs4824153	rs8137301	rs145052206	0.000514649	30	35.1242028244198	0.429820799181997	0.23814920591343	153.813	0.678754
TYMP	22	50964181	50968461	394	rs9616853	rs762676	rs145052206	0.000514649	29	32.8901139875854	0.453197706968948	0.282193314696232	155.571	0.652517
ODF3B	22	50968139	50970935	395	rs117473936	rs86337	rs145052206	0.000514649	28	32.6337256127367	0.401749988163169	0.249493541048026	157.218	0.611536
KLHDC7B	22	50984328	50989452	451	rs144030725	rs112974449	rs145052206	0.000514649	22	22.2116899580354	0.521872278296906	0.447315657627828	154.584	0.59414
SYCE3	22	50989541	51001348	484	rs8143078	rs7285093	rs145052206	0.000514649	22	20.591756634579	0.608753210350826	0.546075560406389	161.842	0.663808
CPT1B	22	51007290	51016894	492	rs138261040	rs6151405	rs145052206	0.000514649	20	18.1261171441039	0.592162039698988	0.579100531436323	168.453	0.604912
CHKB	22	51017388	51039884	525	rs74624637	rs35205773	rs117564340	0.00130476	23	25.3518801712417	0.458058594308483	0.332401278102384	166.524	0.597483
MAPK8IP2	22	51039222	51052409	477	rs7291641	rs6010044	rs117564340	0.00130476	20	23.9949602565794	0.39235615785104	0.242612378042695	152.669	0.605509
ARSA	22	51061182	51066601	381	rs5770911	rs12484572	rs117149437	0.013721	20	24.8411018011717	0.344673738804428	0.207577890326073	136.916	0.577403
SHANK3	22	51112843	51171640	313	rs7288338	rs147475742	rs76867462	0.00300124	31	41.2748778909871	0.0650861851009692	0.102729409501354	258.111	0.04748
ACR	22	51176624	51183767	141	rs7286929	rs9616985	rs76867462	0.00300124	21	29.7807581283148	0.0304323252048346	0.0964829764881124	161.708	0.0180072
RABL2B	22	51205929	51222095	69	rs7291216	rs9616985	rs4824147	0.0134351	13	14.6103172245547	0.284711955297721	0.332307092718101	44.7843	0.246285
